Temperature,Internal Energy,Cv
20.099009900990097,-4.68442352708691e-22,8.345397576325696e-23
20.198019801980198,-4.601703483360212e-22,8.363703961407084e-23
20.2970297029703,-4.5188056268610245e-22,8.381314854384084e-23
20.396039603960396,-4.435736852580328e-22,8.398228727310394e-23
20.495049504950494,-4.352504067904386e-22,8.414444600782854e-23
20.594059405940595,-4.269114187218292e-22,8.429962028575232e-23
20.693069306930695,-4.1855741267444765e-22,8.444781084994232e-23
20.792079207920793,-4.1018907993966233e-22,8.458902354957904e-23
20.89108910891089,-4.01807110981462e-22,8.47232692193632e-23
20.99009900990099,-3.93412194945729e-22,8.485056353752311e-23
21.089108910891092,-3.8500501919185312e-22,8.497092687019353e-23
21.18811881188119,-3.7658626883281935e-22,8.508438417998518e-23
21.287128712871286,-3.6815662628492565e-22,8.519096487815603e-23
21.386138613861387,-3.597167708371449e-22,8.529070265927703e-23
21.48514851485149,-3.5126737823358337e-22,8.538363537673387e-23
21.584158415841586,-3.428091202674946e-22,8.546980489294212e-23
21.683168316831683,-3.343426643933971e-22,8.554925692568191e-23
21.78217821782178,-3.2586867335151823e-22,8.562204094306177e-23
21.88118811881188,-3.173878048007116e-22,8.568820997677694e-23
21.980198019801982,-3.089007109798789e-22,8.574782047233227e-23
22.07920792079208,-3.004080383705468e-22,8.58009321645413e-23
22.178217821782177,-2.9191042738294033e-22,8.584760791413636e-23
22.277227722772277,-2.834085120509158e-22,8.588791357744761e-23
22.37623762376238,-2.749029197438415e-22,8.592191786050746e-23
22.475247524752476,-2.663942708904193e-22,8.594969214981266e-23
22.574257425742573,-2.578831787240769e-22,8.597131038394866e-23
22.673267326732674,-2.493702490322116e-22,8.598684891743219e-23
22.772277227722775,-2.4085607992854547e-22,8.599638637286982e-23
22.871287128712872,-2.323412616316433e-22,8.600000351451651e-23
22.97029702970297,-2.238263762623049e-22,8.599778309071912e-23
23.06930693069307,-2.153119976532831e-22,8.598980971137704e-23
23.16831683168317,-2.0679869117094274e-22,8.597616970010246e-23
23.26732673267327,-1.9828701355425288e-22,8.595695099500727e-23
23.366336633663366,-1.8977751275609014e-22,8.593224298336902e-23
23.465346534653467,-1.8127072781497182e-22,8.590213641410577e-23
23.564356435643568,-1.7276718871369264e-22,8.586672326354806e-23
23.663366336633665,-1.6426741627763557e-22,8.582609657009433e-23
23.762376237623762,-1.557719220661495e-22,8.578035038364328e-23
23.86138613861386,-1.4728120828087483e-22,8.572957961581338e-23
23.96039603960396,-1.3879576768678048e-22,8.567387993490393e-23
24.05940594059406,-1.3031608354128957e-22,8.561334766863423e-23
24.15841584158416,-1.2184262953457566e-22,8.554807968353537e-23
24.257425742574256,-1.1337586974257e-22,8.547817329353152e-23
24.356435643564357,-1.0491625858536147e-22,8.540372613934527e-23
24.455445544554458,-9.646424080408545e-23,8.532483613013521e-23
24.554455445544555,-8.802025143087925e-23,8.524160135206542e-23
24.653465346534652,-7.958471578387475e-23,8.515411991269794e-23
24.752475247524753,-7.115804946796875e-23,8.506248992543594e-23
24.851485148514854,-6.274065837289701e-23,8.496680943171083e-23
24.95049504950495,-5.433293868941213e-23,8.486717626675773e-23
25.04950495049505,-4.593527693393538e-23,8.476368799348523e-23
25.14851485148515,-3.7548049977830883e-23,8.46564418985913e-23
25.24752475247525,-2.917162507282788e-23,8.454553483305141e-23
25.346534653465348,-2.0806359911880097e-23,8.443106318487992e-23
25.445544554455445,-1.2452602659980656e-23,8.431312285968427e-23
25.544554455445546,-4.1106920188732954e-24,8.419180912116556e-23
25.643564356435647,4.219042710547491e-24,8.406721660667387e-23
25.742574257425744,1.2536281566606693e-23,8.393943927273704e-23
25.84158415841584,2.084071385366345e-23,8.380857030558947e-23
25.94059405940594,2.913203806276274e-23,8.367470209782987e-23
26.03960396039604,3.74099617938278e-23,8.353792620951749e-23
26.13861386138614,4.5674201668608096e-23,8.339833328258366e-23
26.237623762376238,5.392448323592358e-23,8.325601306027482e-23
26.33663366336634,6.216054088846451e-23,8.311105429379701e-23
26.435643564356436,7.038211774954677e-23,8.296354473452726e-23
26.534653465346537,7.858896558837092e-23,8.281357111456371e-23
26.633663366336634,8.678084470292573e-23,8.266121911171174e-23
26.732673267326735,9.495752382831384e-23,8.250657326389577e-23
26.831683168316832,1.0311878000270708e-22,8.23497169847226e-23
26.93069306930693,1.1126439847875368e-22,8.219073260237736e-23
27.02970297029703,1.1939417259723725e-22,8.202970123514615e-23
27.128712871287128,1.2750790367383213e-22,8.186670280307285e-23
27.22772277227723,1.3560540087507348e-22,8.170181605519879e-23
27.326732673267326,1.436864811105052e-22,8.153511851898678e-23
27.425742574257427,1.5175096889863522e-22,8.136668643418345e-23
27.524752475247524,1.597986962459871e-22,8.119659486175188e-23
27.623762376237625,1.6782950253462572e-22,8.10249175827197e-23
27.722772277227723,1.7584323438117917e-22,8.08517270709482e-23
27.821782178217823,1.838397455189719e-22,8.067709458260922e-23
27.92079207920792,1.918188966747652e-22,8.050109007448938e-23
28.01980198019802,1.9978055543471237e-22,8.032378223511034e-23
28.11881188118812,2.0772459612726233e-22,8.014523842637638e-23
28.21782178217822,2.156508996775592e-22,7.996552474192758e-23
28.316831683168317,2.2355935350190147e-22,7.97847060227019e-23
28.415841584158418,2.3144985136522297e-22,7.960284577912814e-23
28.514851485148515,2.393222932601447e-22,7.942000625337189e-23
28.613861386138616,2.471765852767818e-22,7.923624839988339e-23
28.712871287128714,2.550126394779434e-22,7.905163190873953e-23
28.811881188118814,2.628303737735619e-22,7.88662151745214e-23
28.91089108910891,2.7062971178972983e-22,7.868005537023148e-23
29.009900990099013,2.784105827577662e-22,7.849320836948569e-23
29.10891089108911,2.861729213678458e-22,7.830572879708935e-23
29.207920792079207,2.9391666766808063e-22,7.811767006793496e-23
29.306930693069308,3.0164176692585277e-22,7.792908431698956e-23
29.405940594059405,3.0934816951302904e-22,7.774002249264722e-23
29.504950495049506,3.1703583078578295e-22,7.755053434506892e-23
29.603960396039604,3.247047109674982e-22,7.736066839116482e-23
29.702970297029704,3.323547750216572e-22,7.717047195349841e-23
29.801980198019802,3.3998599254244837e-22,7.697999121086235e-23
29.900990099009903,3.4759833763766956e-22,7.678927116326525e-23
30.0,3.5519178881240184e-22,7.6598355670833e-23
30.0990099009901,3.627663288596167e-22,7.640728743436088e-23
30.198019801980198,3.7032194473999807e-22,7.621610804977574e-23
30.2970297029703,3.778586274833346e-22,7.602485803925863e-23
30.396039603960396,3.8537637207450477e-22,7.583357678122181e-23
30.495049504950497,3.928751773410024e-22,7.564230256866103e-23
30.594059405940595,4.0035504585047727e-22,7.545107269085335e-23
30.693069306930695,4.0781598381443867e-22,7.525992336722211e-23
30.792079207920793,4.152580009726995e-22,7.50688897551189e-23
30.891089108910894,4.226811104986206e-22,7.48780060470789e-23
30.99009900990099,4.3008532890281415e-22,7.46873054163603e-23
31.089108910891092,4.374706759276029e-22,7.449682005584547e-23
31.18811881188119,4.448371744584271e-22,7.430658116247964e-23
31.287128712871286,4.521848504152224e-22,7.411661902285634e-23
31.386138613861387,4.595137326807749e-22,7.39269630093369e-23
31.485148514851485,4.668238529913287e-22,7.373764153335384e-23
31.584158415841586,4.741152458556964e-22,7.354868211544437e-23
31.683168316831683,4.813879484597335e-22,7.336011140081163e-23
31.782178217821784,4.886420005885304e-22,7.317195519822555e-23
31.88118811881188,4.958774445385902e-22,7.298423840610956e-23
31.980198019801982,5.030943250253838e-22,7.279698510979562e-23
32.07920792079208,5.102926891147874e-22,7.261021862821215e-23
32.178217821782184,5.174725861398816e-22,7.242396142051596e-23
32.27722772277228,5.246340676138997e-22,7.223823516000734e-23
32.37623762376238,5.3177718716166495e-22,7.205306079247895e-23
32.475247524752476,5.389020004440933e-22,7.186845848954513e-23
32.57425742574257,5.460085650803865e-22,7.168444768753779e-23
32.67326732673267,5.530969405802392e-22,7.150104709917443e-23
32.772277227722775,5.601671882683421e-22,7.131827470189879e-23
32.87128712871287,5.672193712142788e-22,7.113614782345455e-23
32.97029702970298,5.74253554173977e-22,7.095468315356542e-23
33.069306930693074,5.812698035219158e-22,7.077389664278583e-23
33.16831683168317,5.882681871725482e-22,7.059380361142093e-23
33.26732673267327,5.952487745340782e-22,7.041441879622736e-23
33.366336633663366,6.022116364391276e-22,7.023575626870343e-23
33.46534653465346,6.09156845082336e-22,7.005782952457227e-23
33.56435643564356,6.160844739687457e-22,6.988065148377917e-23
33.663366336633665,6.229945978514014e-22,6.970423446326643e-23
33.76237623762376,6.2988729267434325e-22,6.952859023531769e-23
33.86138613861387,6.367626355217616e-22,6.935373004312564e-23
33.960396039603964,6.436207045640713e-22,6.917966458912512e-23
34.05940594059406,6.5046157900475635e-22,6.90064040388694e-23
34.15841584158416,6.572853390272135e-22,6.883395804049977e-23
34.257425742574256,6.640920657454492e-22,6.866233581032338e-23
34.35643564356435,6.708818411678714e-22,6.849154605500496e-23
34.45544554455446,6.77654748132579e-22,6.832159697157544e-23
34.554455445544555,6.844108702711539e-22,6.815249636802302e-23
34.65346534653466,6.911502919678314e-22,6.798425158549198e-23
34.75247524752476,6.978730983078853e-22,6.781686949828382e-23
34.851485148514854,7.045793750367983e-22,6.765035660721558e-23
34.95049504950495,7.112692085271357e-22,6.748471898127994e-23
35.04950495049505,7.179426857261605e-22,6.731996230821071e-23
35.148514851485146,7.245998941327218e-22,6.715609188670083e-23
35.24752475247525,7.312409217433292e-22,6.699311261863172e-23
35.34653465346535,7.378658570275007e-22,6.68310290557477e-23
35.445544554455445,7.444747888830809e-22,6.666984539964777e-23
35.54455445544555,7.510678066115896e-22,6.650956552515777e-23
35.64356435643565,7.576449998781619e-22,6.63501929413988e-23
35.742574257425744,7.642064586791931e-22,6.619173081513458e-23
35.84158415841584,7.707522733069012e-22,6.603418203302717e-23
35.94059405940594,7.772825343292974e-22,6.587754919385118e-23
36.039603960396036,7.837973325532081e-22,6.572183456958329e-23
36.13861386138614,7.902967589965418e-22,6.556704013654286e-23
36.23762376237624,7.967809048574741e-22,6.541316759870993e-23
36.33663366336634,8.032498614913361e-22,6.526021841108847e-23
36.43564356435644,8.097037203844226e-22,6.51081937485755e-23
36.53465346534654,8.161425731247172e-22,6.495709454485658e-23
36.633663366336634,8.225665113834038e-22,6.480692146907801e-23
36.73267326732673,8.2897562688097e-22,6.465767494918219e-23
36.83168316831683,8.353700113733407e-22,6.450935521080985e-23
36.93069306930693,8.41749756625685e-22,6.436196222284069e-23
37.02970297029703,8.481149543877648e-22,6.421549578297381e-23
37.128712871287135,8.5446569638469e-22,6.406995545548789e-23
37.22772277227723,8.608020742799408e-22,6.392534058679902e-23
37.32673267326733,8.671241796692045e-22,6.378165035214427e-23
37.42574257425743,8.734321040526424e-22,6.363888370112294e-23
37.524752475247524,8.797259388179416e-22,6.349703948218392e-23
37.62376237623762,8.860057752372331e-22,6.33561163181323e-23
37.72277227722772,8.922717044254923e-22,6.321611262947307e-23
37.82178217821782,8.985238173420794e-22,6.307702671222241e-23
37.92079207920792,9.047622047645466e-22,6.293885669122045e-23
38.019801980198025,9.10986957280935e-22,6.28016005979298e-23
38.11881188118812,9.171981652789886e-22,6.266525625374603e-23
38.21782178217822,9.2339591891534e-22,6.252982131665332e-23
38.31683168316832,9.295803081139693e-22,6.239529339018318e-23
38.415841584158414,9.357514225569601e-22,6.22616698989031e-23
38.51485148514851,9.419093516583063e-22,6.212894813510755e-23
38.613861386138616,9.480541845639124e-22,6.199712528216912e-23
38.71287128712871,9.54186010130023e-22,6.186619845342201e-23
38.81188118811882,9.603049169309268e-22,6.173616456768826e-23
38.910891089108915,9.664109932127337e-22,6.160702049710416e-23
39.00990099009901,9.725043269303532e-22,6.147876303599545e-23
39.10891089108911,9.785850056951088e-22,6.135138875304859e-23
39.20792079207921,9.84653116782442e-22,6.122489427919746e-23
39.306930693069305,9.90708747136534e-22,6.109927609753826e-23
39.40594059405941,9.967519833364099e-22,6.097453054333551e-23
39.504950495049506,1.0027829116005609e-21,6.085065398297781e-23
39.603960396039604,1.0088016177884845e-21,6.072764261944988e-23
39.70297029702971,1.0148081873667888e-21,6.060549257015896e-23
39.801980198019805,1.02080270542614e-21,6.048419999141305e-23
39.9009900990099,1.0267852566720188e-21,6.036376089945843e-23
40.0,1.0327559254062306e-21,6.024417120162023e-23
40.0990099009901,1.0387147955238245e-21,6.012542681300028e-23
40.198019801980195,1.0446619505177156e-21,6.000752357867255e-23
40.2970297029703,1.0505974734601955e-21,5.989045728925159e-23
40.396039603960396,1.0565214470106368e-21,5.97742236653188e-23
40.4950495049505,1.0624339533939223e-21,5.965881837299315e-23
40.5940594059406,1.0683350744112298e-21,5.954423710173798e-23
40.693069306930695,1.0742248914338701e-21,5.943047540873458e-23
40.79207920792079,1.0801034853832563e-21,5.931752882783268e-23
40.89108910891089,1.085970936746312e-21,5.920539292400003e-23
40.99009900990099,1.0918273255662264e-21,5.909406316883367e-23
41.08910891089109,1.09767273143321e-21,5.898353497169151e-23
41.18811881188119,1.1035072334814131e-21,5.887380378082845e-23
41.287128712871294,1.109330910399711e-21,5.876486501337908e-23
41.38613861386139,1.1151438404147559e-21,5.865671396976891e-23
41.48514851485149,1.1209461012848135e-21,5.854934600487909e-23
41.584158415841586,1.126737770316712e-21,5.844275650472615e-23
41.68316831683168,1.1325189243550561e-21,5.833694069970397e-23
41.78217821782178,1.1382896397621978e-21,5.823189384355079e-23
41.88118811881188,1.1440499924428879e-21,5.812761122890864e-23
41.98019801980198,1.1498000578273283e-21,5.802408813285863e-23
42.07920792079208,1.1555399108850385e-21,5.792131977023899e-23
42.17821782178218,1.1612696260986627e-21,5.781930135587666e-23
42.27722772277228,1.1669892774901627e-21,5.771802808904894e-23
42.37623762376238,1.1726989385915439e-21,5.761749516903089e-23
42.475247524752476,1.178398682474129e-21,5.751769787289836e-23
42.57425742574257,1.1840885817346919e-21,5.741863132211657e-23
42.67326732673268,1.1897687084785087e-21,5.732029069262071e-23
42.772277227722775,1.195439134347092e-21,5.722267120702496e-23
42.87128712871287,1.2010999304997015e-21,5.712576804903742e-23
42.97029702970297,1.206751167624129e-21,5.702957637124667e-23
43.069306930693074,1.2123929159197505e-21,5.693409142739469e-23
43.16831683168317,1.2180252451345043e-21,5.683930840119262e-23
43.26732673267327,1.2236482245140459e-21,5.674522239076057e-23
43.366336633663366,1.2292619228356448e-21,5.66518286887398e-23
43.46534653465347,1.2348664084128064e-21,5.655912251774899e-23
43.56435643564357,1.2404617490767834e-21,5.646709900703534e-23
43.663366336633665,1.2460480121765756e-21,5.637575341033332e-23
43.76237623762376,1.2516252646035818e-21,5.628508098138194e-23
43.86138613861386,1.257193572766948e-21,5.619507694279384e-23
43.960396039603964,1.2627530026120561e-21,5.61057365327524e-23
44.05940594059406,1.268303619605117e-21,5.601705502055599e-23
44.15841584158416,1.2738454887547403e-21,5.592902769106094e-23
44.257425742574256,1.2793786745934458e-21,5.584164982134988e-23
44.35643564356436,1.2849032411946117e-21,5.575491671962798e-23
44.45544554455446,1.2904192521616891e-21,5.56688236785388e-23
44.554455445544555,1.2959267706359062e-21,5.558336608408833e-23
44.65346534653465,1.301425859307053e-21,5.549853923670131e-23
44.75247524752476,1.3069165803857482e-21,5.541433844458294e-23
44.851485148514854,1.3123989956327133e-21,5.533075918711523e-23
44.95049504950495,1.3178731663633946e-21,5.524779685030417e-23
45.04950495049505,1.3233391534248525e-21,5.51654467968189e-23
45.14851485148515,1.32879701721425e-21,5.508370447492187e-23
45.24752475247525,1.3342468176773124e-21,5.500256537177101e-23
45.34653465346535,1.339688614317571e-21,5.492202492784229e-23
45.445544554455445,1.345122466177875e-21,5.484207865363578e-23
45.54455445544555,1.3505484318727466e-21,5.476272206744176e-23
45.64356435643565,1.3559665695575666e-21,5.468395067976258e-23
45.742574257425744,1.361376936957848e-21,5.460576005556298e-23
45.84158415841584,1.3667795913507472e-21,5.45281458142777e-23
45.94059405940594,1.3721745895943385e-21,5.445110352087526e-23
46.03960396039604,1.3775619880875543e-21,5.437462876366856e-23
46.13861386138614,1.3829418428148671e-21,5.429871722433899e-23
46.23762376237624,1.3883142093200965e-21,5.422336462346568e-23
46.336633663366335,1.3936791427403055e-21,5.414856658048037e-23
46.43564356435644,1.399036697751875e-21,5.407431880041182e-23
46.53465346534654,1.4043869286413776e-21,5.400061708943172e-23
46.633663366336634,1.4097298892547329e-21,5.392745719146209e-23
46.73267326732673,1.4150656330357265e-21,5.385483486599188e-23
46.831683168316836,1.4203942129905728e-21,5.378274591919279e-23
46.93069306930693,1.4257156817325963e-21,5.371118623504558e-23
47.02970297029703,1.4310300914529578e-21,5.36401516430618e-23
47.12871287128713,1.4363374939391432e-21,5.356963807390796e-23
47.22772277227723,1.441637940576504e-21,5.34996413960009e-23
47.32673267326733,1.446931482334391e-21,5.343015750888531e-23
47.42574257425743,1.452218169786184e-21,5.336118243658866e-23
47.524752475247524,1.4574980531139134e-21,5.329271217980306e-23
47.62376237623763,1.4627711820990166e-21,5.322474275478456e-23
47.722772277227726,1.4680376061346631e-21,5.315727013888089e-23
47.82178217821782,1.4732973742057257e-21,5.309029041837069e-23
47.92079207920792,1.4785505349303798e-21,5.302379974177476e-23
48.019801980198025,1.4837971365308297e-21,5.295779419537774e-23
48.11881188118812,1.4890372268502568e-21,5.2892269896583105e-23
48.21782178217822,1.4942708533420341e-21,5.282722301725452e-23
48.31683168316832,1.499498063091297e-21,5.2762649799285757e-23
48.415841584158414,1.504718902807239e-21,5.269854642232695e-23
48.51485148514852,1.5099334188184904e-21,5.2634909159395205e-23
48.613861386138616,1.5151416570962284e-21,5.257173429907306e-23
48.71287128712871,1.5203436632341483e-21,5.250901810659114e-23
48.81188118811881,1.5255394824638702e-21,5.244675692499518e-23
48.910891089108915,1.5307291596549397e-21,5.2384947081773e-23
49.00990099009901,1.535912739311746e-21,5.232358496664704e-23
49.10891089108911,1.5410902655889292e-21,5.226266705493831e-23
49.20792079207921,1.5462617822929215e-21,5.220218973637075e-23
49.30693069306931,1.5514273328634581e-21,5.214214941623976e-23
49.40594059405941,1.5565869603951474e-21,5.208254260876712e-23
49.504950495049506,1.5617407076374711e-21,5.202336584372949e-23
49.603960396039604,1.566888616997866e-21,5.1964615635350163e-23
49.70297029702971,1.5720307305355603e-21,5.190628860678181e-23
49.801980198019805,1.577167089989308e-21,5.184838127224621e-23
49.9009900990099,1.5822977367280843e-21,5.1790890208208794e-23
50.0,1.5874227118127156e-21,5.1733812177871946e-23
50.099009900990104,1.5925420559712275e-21,5.1677143773268024e-23
50.1980198019802,1.5976558095896006e-21,5.1620881648673033e-23
50.2970297029703,1.6027640127333408e-21,5.15650226139721e-23
50.396039603960396,1.6078667051567236e-21,5.1509563385686386e-23
50.495049504950494,1.6129639262750609e-21,5.1454500633652804e-23
50.5940594059406,1.6180557151831898e-21,5.139983121444674e-23
50.693069306930695,1.6231421106739615e-21,5.134555196908267e-23
50.79207920792079,1.6282231512166713e-21,5.1291659707444216e-23
50.89108910891089,1.6332988749724653e-21,5.1238151332792507e-23
50.990099009900995,1.6383693197974226e-21,5.1185023717268355e-23
51.08910891089109,1.6434345232333104e-21,5.1132273686316294e-23
51.18811881188119,1.6484945225075842e-21,5.1079898329935924e-23
51.28712871287129,1.6535493545857728e-21,5.102789456694628e-23
51.38613861386139,1.6585990560851972e-21,5.097625928504457e-23
51.48514851485149,1.6636436633550888e-21,5.092498958979281e-23
51.584158415841586,1.6686832124396117e-21,5.087408252450034e-23
51.68316831683168,1.6737177391025144e-21,5.082353510135468e-23
51.78217821782179,1.6787472787963156e-21,5.077334441035542e-23
51.881188118811885,1.6837718667085256e-21,5.0723507634870656e-23
51.98019801980198,1.6887915377339135e-21,5.0674021802645795e-23
52.07920792079208,1.6938063264714256e-21,5.062488411261134e-23
52.178217821782184,1.6988162672611632e-21,5.0576091748133865e-23
52.27722772277228,1.7038213941443233e-21,5.0527641923701774e-23
52.37623762376238,1.7088217409094207e-21,5.047953183824105e-23
52.475247524752476,1.7138173410429846e-21,5.043175869067918e-23
52.57425742574257,1.718808227778862e-21,5.038431986668363e-23
52.67326732673268,1.7237944340858924e-21,5.033721259630672e-23
52.772277227722775,1.7287759926494177e-21,5.029043414071808e-23
52.87128712871287,1.7337529358959354e-21,5.024398190114759e-23
52.97029702970297,1.7387252959961793e-21,5.019785330994094e-23
53.069306930693074,1.743693104868201e-21,5.0152045612714366e-23
53.16831683168317,1.748656394137311e-21,5.010655617957442e-23
53.26732673267327,1.75361519520079e-21,5.006138261404284e-23
53.366336633663366,1.7585695392093987e-21,5.0016522255101344e-23
53.46534653465347,1.7635194570334832e-21,4.997197255066254e-23
53.56435643564357,1.768464979318441e-21,4.992773102644963e-23
53.663366336633665,1.773406136444661e-21,4.988379517705194e-23
53.76237623762376,1.7783429585614215e-21,4.984016255931599e-23
53.86138613861387,1.7832754755653177e-21,4.979683069895897e-23
53.960396039603964,1.788203717115671e-21,4.9753797183950715e-23
54.05940594059406,1.7931277126314463e-21,4.971105958668964e-23
54.15841584158416,1.798047491291253e-21,4.9668615541825325e-23
54.25742574257426,1.8029630820456694e-21,4.9626462668450947e-23
54.35643564356436,1.8078745136018374e-21,4.9584598601216085e-23
54.45544554455446,1.8127818144419497e-21,4.954302108369821e-23
54.554455445544555,1.8176850128263317e-21,4.9501727766107806e-23
54.65346534653465,1.8225841367718717e-21,4.9460716314217787e-23
