Temperature (K),B2V Hard Sphere,B2V Lennard-Jones,B2V Square Well
105.0756344543068,4.9383598972523185e+25,-1.4773547129393327e+26,-1.879900054217533e+26
105.16314539317415,4.9383598972523185e+25,-1.4752199122694362e+26,-1.8766386475011873e+26
105.2506563320415,4.9383598972523185e+25,-1.4730898679779867e+26,-1.8733856527573444e+26
105.33816727090887,4.9383598972523185e+25,-1.4709645644040965e+26,-1.870141038847075e+26
105.42567820977622,4.9383598972523185e+25,-1.46884398595498e+26,-1.8669047747801457e+26
105.51318914864358,4.9383598972523185e+25,-1.4667281171055808e+26,-1.863676829714139e+26
105.60070008751094,4.9383598972523185e+25,-1.4646169423982089e+26,-1.8604571729536052e+26
105.6882110263783,4.9383598972523185e+25,-1.4625104464421807e+26,-1.8572457739492056e+26
105.77572196524565,4.9383598972523185e+25,-1.4604086139134574e+26,-1.8540426022968687e+26
105.86323290411302,4.9383598972523185e+25,-1.4583114295542861e+26,-1.8508476277369445e+26
105.95074384298037,4.9383598972523185e+25,-1.456218878172848e+26,-1.8476608201533712e+26
106.03825478184773,4.9383598972523185e+25,-1.4541309446429021e+26,-1.844482149572845e+26
106.1257657207151,4.9383598972523185e+25,-1.4520476139034352e+26,-1.8413115861639963e+26
106.21327665958245,4.9383598972523185e+25,-1.4499688709583169e+26,-1.8381491002365738e+26
106.3007875984498,4.9383598972523185e+25,-1.4478947008759459e+26,-1.834994662240622e+26
106.38829853731717,4.9383598972523185e+25,-1.4458250887889127e+26,-1.8318482427656826e+26
106.47580947618452,4.9383598972523185e+25,-1.443760019893656e+26,-1.8287098125399927e+26
106.56332041505188,4.9383598972523185e+25,-1.4416994794501199e+26,-1.8255793424296797e+26
106.65083135391924,4.9383598972523185e+25,-1.4396434527814191e+26,-1.8224568034379793e+26
106.7383422927866,4.9383598972523185e+25,-1.4375919252735054e+26,-1.8193421667044425e+26
106.82585323165395,4.9383598972523185e+25,-1.4355448823748266e+26,-1.816235403504159e+26
106.91336417052132,4.9383598972523185e+25,-1.4335023095960054e+26,-1.8131364852469798e+26
107.00087510938867,4.9383598972523185e+25,-1.4314641925095025e+26,-1.8100453834767496e+26
107.08838604825603,4.9383598972523185e+25,-1.4294305167492927e+26,-1.806962069870536e+26
107.1758969871234,4.9383598972523185e+25,-1.4274012680105379e+26,-1.803886516237876e+26
107.26340792599075,4.9383598972523185e+25,-1.4253764320492696e+26,-1.8008186945200174e+26
107.3509188648581,4.9383598972523185e+25,-1.4233559946820607e+26,-1.797758576789172e+26
107.43842980372547,4.9383598972523185e+25,-1.4213399417857093e+26,-1.7947061352477633e+26
107.52594074259282,4.9383598972523185e+25,-1.4193282592969246e+26,-1.7916613422276982e+26
107.61345168146018,4.9383598972523185e+25,-1.4173209332120075e+26,-1.788624170189623e+26
107.70096262032754,4.9383598972523185e+25,-1.4153179495865404e+26,-1.785594591722197e+26
107.7884735591949,4.9383598972523185e+25,-1.4133192945350765e+26,-1.782572579541366e+26
107.87598449806225,4.9383598972523185e+25,-1.4113249542308283e+26,-1.779558106489646e+26
107.96349543692962,4.9383598972523185e+25,-1.4093349149053602e+26,-1.7765511455353995e+26
